title,company,site,it_role_type,city,final_tech_stack
Bridge System Engineer,"PiraGo VietNam Co., Ltd.",LinkedIn,Project Manager,Hà Nội,"Java, Php"
Tester,FPT Smart Cloud,LinkedIn,QA Engineer,Hà Nội,"Typescript, Javascript, Aws, Java, Agile"
Cloud Engineer/SRE,TMA Technology Group (BU3),LinkedIn,Cloud Engineer,Hồ Chí Minh,"Docker, Aws, Python"
Ruby on Rails Developer,Oivan,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Ruby"
Senior Flutter Developer,One Mount,LinkedIn,Mobile Developer,Hà Nội,"Agile, Dart"
Sr. Back-end Developer,Elfie,LinkedIn,Backend Developer,Not Specified,"Docker, Aws, Typescript, Nodejs"
[BGSV] Woman Leadership in Tech,Bosch Global Software Technologies Vietnam,LinkedIn,Other IT Role,Hà Nội,Java
Lead/Consultant ReactJS Engineer,NAB Innovation Centre Vietnam,LinkedIn,Lead/Consultant ReactJS Engineer,Hà Nội,"Typescript, Javascript, Aws, React, Agile"
Senior Fullstack Developer,Endava,LinkedIn,Fullstack Developer,Hồ Chí Minh,"Sql, Javascript, Agile, React, Python, C#"
[ONSITE PROJECT] .NET DEVELOPER,AHT Tech,LinkedIn,Backend Developer,Hà Nội,"C#, Javascript, Sql, Css"
Manual Tester,"SOTATEK., JSC",LinkedIn,QA Engineer,Hà Nội,Not Specified
Bridge & Lead Software Engineer,FUJIFILM Business Innovation Vietnam,LinkedIn,Bridge & Lead Software Engineer,Hồ Chí Minh,
Back End Developer,Jitsu Vietnam,LinkedIn,Backend Developer,Hà Nội,"Java, Sql, Golang, Rust"
Chief AI Engineer & Startup Founder | June Cohort,Antler,LinkedIn,AI Engineer,Hồ Chí Minh,Python
Software Engineer,OPSWAT,LinkedIn,Software Engineer,Hồ Chí Minh,"C++, Agile"
Freelance Software Developer,Mindrift,LinkedIn,Software Developer,Not Specified,Go
[iKame Games] Unity Game Developer,iKame Global,LinkedIn,Game Developer,Hà Nội,C#
Data Engineer,Hitachi Consulting ( formerly Information Management Group),LinkedIn,Data Engineer,Hà Nội,"Aws, Agile, Sql, Python"
Embedded Linux Engineer,Ban Vien Corporation,LinkedIn,Embedded Engineer,Hồ Chí Minh,"C++, C"
AI Engineer,Theta Universe Media,LinkedIn,AI Engineer,Hà Nội,
[HCM] Fullstack Laravel | Negotiable,WAOHire - HR E2E Solutions & Offshoring,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Docker, Php, Html, Css"
[HÀ NỘI] .NET DEVELOPER,CMC Technology & Solution (CMC TS),LinkedIn,Backend Developer,Hà Nội,"Sql, Html, Docker, Javascript, React, Html/Css, C#, Css"
[iKame Apps] iOS Developer,iKame Global,LinkedIn,iOS Developer,Hà Nội,"Xcode, Swift"
Mobile Developer,9Pay,LinkedIn,Mobile Developer,Hà Nội,Dart
AI ENGINEER,Veriserve Vietnam,LinkedIn,AI Engineer,Hà Nội,"C++, Agile, Python"
Backend Engineer,Winter Wolf - IEC Games,LinkedIn,Backend Developer,Hà Nội,"Docker, Javascript"
Windows Desktop Developer,freeC Consulting,LinkedIn,Software Engineer,Hồ Chí Minh,"C++, Agile, Javascript"
Cross-Platform Mobile Developer,HCLTech Vietnam,LinkedIn,Mobile Developer,Hồ Chí Minh,"React, Typescript, Javascript, Agile"
VA 5359 - Drupal Developer,InterGreat Education Group,LinkedIn,Drupal Developer,Hà Nội,"Php, Agile, Javascript, Sql"
Fullstack Developer,Sapo Technology JSC,LinkedIn,Fullstack Developer,Hà Nội,"Java, Aws"
MT | Senior Fullstack Engineer,CBTW APAC,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Docker, Javascript, Aws, React"
Senior Frontend Engineer - KYC Saas,Binance,LinkedIn,Frontend Developer,Hồ Chí Minh,"React, Typescript, Javascript"
Python Back-end Developer,The Value Maximizer,LinkedIn,Backend Developer,Hà Nội,"Docker, Aws, Python"
Python Developer,"Wanosoft Co.,Ltd",LinkedIn,Backend Developer,Hà Nội,"Docker, Aws, Python"
Bridge Software Engineer,Hitachi Digital Services,LinkedIn,Bridge Software Engineer,Hồ Chí Minh,"Java, Angular, React, Agile"
Software Testing Engineer,Datalogic,LinkedIn,Software Engineer,Hồ Chí Minh,"Java, Agile, Python"
Senior Java Software Engineer,zen8labs,LinkedIn,Software Engineer,Hà Nội,"Java, Aws, Agile"
Mobile Flutter Developer,Elfie,LinkedIn,Mobile Developer,Not Specified,Dart
Senior Java Software Engineer,"Hydsoft CO., LTD",LinkedIn,Backend Developer,Hà Nội,"Sql, Docker, Aws, Java, Agile"
Senior Frontend Developer,Servisys - Headhunting Firm,LinkedIn,Frontend Developer,Hà Nội,"React, Typescript, Javascript, Html/Css"
Staff,WNC Corporation,LinkedIn,Other IT Role,Not Specified,Not Specified
Freelance Software Developer,Mindrift,LinkedIn,Software Developer,Hồ Chí Minh,"Docker, Python, Rust"
Data Engineer,Hitachi Consulting ( formerly Information Management Group),LinkedIn,Data Engineer,Hà Nội,"Aws, Agile, Sql, Python"
Chuyên viên lập trình Golang,bTaskee,LinkedIn,Not Specified,Hồ Chí Minh,"Docker, Go, Sql"
Game Designer,Hopper Vietnam,LinkedIn,Game Developer,Hồ Chí Minh,
Generative AI Engineer,More Than Strata,LinkedIn,Generative AI Engineer,Hồ Chí Minh,"Docker, Aws, Typescript, Python"
Middle Golang Developer | Upto $2000,WAOHire - HR E2E Solutions & Offshoring,LinkedIn,Backend Developer,Hồ Chí Minh,"Golang, Php, Sql"
Angular Developer,CMC Global Company Limited.,LinkedIn,Frontend Developer,Hà Nội,"Html, Javascript, Agile, Css"
Senior ReactJS Engineer - Work in Da Nang,Orient Software Development Corp.,LinkedIn,Frontend Developer,Đà Nẵng,"React, Agile, Javascript, Html/Css"
Senior Frontend Engineer,InApps Technology,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Css"
Project Leader cum Bridge Software Engineer,freeC Consulting,LinkedIn,Project Leader cum Bridge Software Engineer,Hồ Chí Minh,Not Specified
Vuejs developer,"SOTATEK., JSC",LinkedIn,Frontend Developer,Hà Nội,Javascript
Engineer,NetRay Technologies,LinkedIn,Engineer,Hà Nội,
Senior Machine Learning Engineer,VPBank,LinkedIn,Machine Learning Engineer,Hà Nội,"Sql, Python"
Senior C++ Developer,VTI,LinkedIn,Senior C++ Developer,Hà Nội,"C++, Aws"
Data,iScale Solutions,LinkedIn,Data Engineer,Hồ Chí Minh,"Aws, Sql, Python"
[VARMETA ĐÀ NẴNG] FULLSTACK DEVELOPER - SENIOR,Varmeta,LinkedIn,Full-stack Developer,Đà Nẵng,"React, Javascript, Not Specified, Php"
[Remote - Offer 70M VND] Fullstack JS Developer - AI Native,IT Company,LinkedIn,Fullstack Developer,Hà Nội,"Typescript, Javascript, Aws, React, Agile"
Quality Control Engineer,TechX Corp.,LinkedIn,Quality Control Engineer,Hồ Chí Minh,"Aws, Javascript"
Backend Techlead,CBTW APAC,LinkedIn,Backend Techlead,Hà Nội,"Java, Php, Agile, Golang"
Senior Hybrid QA/QC Engineer,"Money Forward Vietnam Co., Ltd",LinkedIn,QA Engineer,Hồ Chí Minh,"Agile, Not Specified"
Founding Tech Lead / Fullstack Engineer,Edtronaut,LinkedIn,Founding Tech Lead,Hồ Chí Minh,"Aws, React, Javascript"
Senior Software Developer,Simpson Strong-Tie,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, Agile, Sass, React, Html, Css"
工程師,WNC Corporation,LinkedIn,Not Specified,Not Specified,
Process Quality Assurance,Hitachi Digital Services,LinkedIn,QA Engineer,Hồ Chí Minh,Not Specified
C++ Engineer,WorldQuant,LinkedIn,C++ Engineer,Hà Nội,"C++, Python"
VN Technology Principal Backend Engineer,CADDi,LinkedIn,Backend Developer,Hà Nội,"Typescript, Rust, Docker, React, Python, Agile"
Games Engineer,DataX Power,LinkedIn,Game Developer,Hà Nội,"Typescript, Javascript"
Chuyên viên lập trình Golang,bTaskee,LinkedIn,Backend Developer,Hồ Chí Minh,"Golang, Sql, Docker"
"Binance Accelerator Program - Quality Assurance Engineer, Risk",Binance,LinkedIn,Quality Assurance Engineer,Hồ Chí Minh,"Java, Javascript, Python"
Software Developer,LTS Group,LinkedIn,Software Developer,Hà Nội,C#
.NET Engineer,Sioux Technologies Asia,LinkedIn,Software Engineer,Hồ Chí Minh,C#
System Engineer,FPT Telecom International,LinkedIn,System Engineer,Hồ Chí Minh,"Docker, Aws, Bash, Python, Php"
Senior Software Engineer,Timebeat Vietnam,LinkedIn,Software Engineer,Hồ Chí Minh,Golang
Tuyển dụng vị trí Software Tester,NMS,LinkedIn,Software Tester,Hà Nội,
[HCM] Middle/Senior Manual QA,YOONG SOLUTIONS,LinkedIn,QA Engineer,Hồ Chí Minh,"Agile, Not Specified"
Quality Assurance Lead,Manabie,LinkedIn,QA Engineer,Hồ Chí Minh,"Agile, Javascript, Python, Sql"
Chuyên viên/Chuyên viên Cấp cao/Chuyên gia Kiểm thử Phần mềm - Phòng Phân tích Nghiệp vụ - Khối Công nghệ,National Citizen Bank (NCB),LinkedIn,QA Engineer,Hà Nội,
Manual QC Engineer,Saigon Technology - Accelerate Software Development,LinkedIn,QA Engineer,Hồ Chí Minh,"Aws, Agile, Sql, Not Specified"
Senior Java API Engineer,TymeX,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws, Agile, Docker"
Senior Front-end Developer,MTA Solutions Asia,LinkedIn,Frontend Developer,Hồ Chí Minh,"Aws, React, Agile, Javascript"
QA Engineer,Appota,LinkedIn,QA Engineer,Hà Nội,"Aws, Not Specified"
Senior Software Development Engineer,At Dawn Technologies,LinkedIn,Software Engineer,Not Specified,"Sql, Docker, Aws, Python, Java, Agile"
Bridge Software Engineer,DXC Technology Vietnam,LinkedIn,Bridge Software Engineer,Hồ Chí Minh,"Java, Agile, .Net, Sql"
Software engineer,Damen,LinkedIn,Software Engineer,Not Specified,
Senior Java Developer,VTI,LinkedIn,Backend Developer,Hà Nội,"Java, Aws"
Hanoi - Manual Test Engineer,LG Electronics R&D Vietnam,LinkedIn,QA Engineer,Hà Nội,"Agile, Not Specified"
Fullstack Developer,Viettel AI,LinkedIn,Fullstack Developer,Hà Nội,"Java, Agile, Sql, Python"
Senior Fullstack Engineer - Node.js + Vue.js,LittleLives,LinkedIn,Full-stack Developer,Hà Nội,"Css3, Html5, Typescript, Docker, Javascript"
Manual QC Engineer,Galaxy FinX,LinkedIn,QA Engineer,Hồ Chí Minh,
Senior Java Software Engineer-Upto 60M,SETA International Careers,LinkedIn,Backend Developer,Hà Nội,"Java, Aws, Docker"
Remote Fullstack Engineer,Glints,LinkedIn,Full-stack Developer,Not Specified,"Typescript, Docker, Javascript, Aws, React"
Senior Front End Engineer,Ant International,LinkedIn,Frontend Developer,Hồ Chí Minh,"Java, React, Javascript, Html/Css"
Software Engineer,OPSWAT,LinkedIn,Software Engineer,Hồ Chí Minh,"Docker, C++, React, Python, Html, Css"
"Binance Accelerator Program - Quality Assurance Engineer, Risk",Binance,LinkedIn,QA Engineer,Hồ Chí Minh,"Java, Javascript, Python"
Python Technology Development,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Other IT Role,Not Specified,Python
Software Engineer C++,MiTek Vietnam,LinkedIn,Software Engineer,Hồ Chí Minh,"C++, C#, C, Agile"
,Ban Vien Corporation,LinkedIn,Embedded Engineer,Hồ Chí Minh,"C++, Python, C"
AI Engineer,Hitachi Consulting ( formerly Information Management Group),LinkedIn,AI Engineer,Đà Nẵng,"Aws, Agile, Sql, Python"
.NET Engineer,Sioux Technologies Asia,LinkedIn,Software Engineer,Hồ Chí Minh,C#
Python Developer,Saigon Technology - Accelerate Software Development,LinkedIn,Python Developer,Đà Nẵng,"Docker, Aws, Agile, Python"
[HCM] Middle/Senior QC Engineer,Ahamove,LinkedIn,QA Engineer,Hồ Chí Minh,
Manual Test,NMS,LinkedIn,QA Engineer,Hà Nội,"Agile, Sql"
[LTS] Kỹ Sư Cầu Nối,LTS Group,LinkedIn,Other IT Role,Hà Nội,Not Specified
Blockchain Security Engineer,Binance,LinkedIn,Blockchain Security Engineer,Hồ Chí Minh,"Go, Python, Rust, Solidity"
System Engineer,FPT Telecom International,LinkedIn,System Engineer,Hồ Chí Minh,Not Specified
Senior Backend Engineer,Trusting Social,LinkedIn,Backend Engineer,Hồ Chí Minh,"Docker, Aws, Go, Java, Agile"
C/C++ Engineers,AXON Networks,LinkedIn,C/C++ Engineer,Hà Nội,"C++, Agile, C"
Bridge Software Engineer,DXC Technology Vietnam,LinkedIn,Bridge Software Engineer,Hồ Chí Minh,"Java, C#, Sql, Agile"
Senior Java Developer,The Value Maximizer,LinkedIn,Backend Developer,Hà Nội,"Sql, Docker, Aws, Java, Agile"
Android Application,FPT Software,LinkedIn,Mobile Developer,Hà Nội,"Agile, Kotlin"
Lead App Frontend Developer,AllwaysFirst,LinkedIn,Lead App Frontend Developer,Hồ Chí Minh,"Java, Swift, Kotlin"
Backend Engineer: Platform API - Vietnam,Persefoni,LinkedIn,Backend Developer,Hồ Chí Minh,"Aws, Go, Sql"
Java Techlead,VMO Holdings,LinkedIn,Tech Lead,Hà Nội,"Java, Docker"
Generative AI Engineer,ActiveFence,LinkedIn,Generative AI Engineer,Hà Nội,"Sql, Python"
Senior Backend Engineer,NAVER VIETNAM,LinkedIn,Backend Developer,Hồ Chí Minh,Java
AI/ML Engineer,CMC CONSULTING,LinkedIn,AI Engineer,Hà Nội,"R, Aws, Python"
Senior Back End Developer,findfolks,LinkedIn,Backend Developer,Not Specified,"Java, Docker"
Intermediate Full-Stack Software Engineer,Employment Hero,LinkedIn,Full-stack Developer,Not Specified,"Python, Java, Php, Agile, Ruby"
Senior Frontend Developer,Sunbytes,LinkedIn,Frontend Developer,Hà Nội,"Typescript, Javascript, Agile, React, Html, Css"
Python Technology Development,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Other IT Role,Not Specified,Python
[LTS] PHP – WordPress Developer,LTS Group,LinkedIn,PHP – WordPress Developer,Hà Nội,Php
Lead Software Engineer,Wati,LinkedIn,Lead Software Engineer,Hồ Chí Minh,"Docker, Javascript, Agile, Aws, Golang, C#"
Chuyên viên lập trình Mobile - React Native,bTaskee,LinkedIn,Mobile Developer,Hồ Chí Minh,"React, Typescript, Javascript"
,Zalo,LinkedIn,Software Engineer,Hồ Chí Minh,"Java, React"
【教育事業】品質保証エンジニア,ドワンゴ,LinkedIn,QA Engineer,Hồ Chí Minh,Not Specified
iOS Developer,MISA JSC,LinkedIn,Mobile Developer,Hà Nội,"Xcode, Objective-C, Swift"
Back-End & DevOps Developer,bootloader studio,LinkedIn,Back-end & DevOps Developer,Not Specified,"Typescript, Sql, Docker, Javascript, Agile, Aws, Go, Python, Unix Shell, C#"
,Floating Cube Studios,LinkedIn,Android Engineer,Hồ Chí Minh,"Flutter, Agile, Kotlin"
Senior Software Developer Level 2,Seadev,LinkedIn,Software Engineer,Đà Nẵng,"Typescript, Javascript, Agile, Php, Html, Css"
Back End Developer,Karofi Global,LinkedIn,Backend Developer,Hà Nội,"Aws, Agile, Javascript, Sql"
[HCM/DN] Embedded Linux Kernel Engineer,Sioux Technologies Asia,LinkedIn,Embedded Engineer,Hồ Chí Minh,"C++, Agile, C"
Senior Java Developer,Saigon Technology - Accelerate Software Development,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws, Agile, Docker"
Nhân viên kỹ thuật - PT Staff,Công Ty TNHH Bld Vina,LinkedIn,Not Specified,Hà Nội,
Python Developer,"SOTATEK., JSC",LinkedIn,Backend Developer,Hà Nội,Python
Senior Java Developer,Qode Jobs,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Javascript, Aws, React, Java"
BrSE,Azoom Viet Nam INC,LinkedIn,Other IT Role,Hà Nội,
Middle C# Developer,VTI,LinkedIn,Backend Developer,Hà Nội,"Aws, C#"
MNM343 IE 实习生,WNC Corporation,LinkedIn,Other IT Role,Not Specified,Not Specified
L2 Software Support Engineer,Ataccama,LinkedIn,L2 Software Support Engineer,Hà Nội,"Typescript, Sql, Aws, React, Python, Java"
Backend DevOps Lead,The Value Maximizer,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws, Python"
"Senior Software Engineer, TrueTest",Katalon,LinkedIn,Software Engineer,Hồ Chí Minh,"Javascript, Css"
Senior Backend Engineer,Binance,LinkedIn,Backend Developer,Hồ Chí Minh,Java
Senior Java Software Engineer,"transcosmos technology Vietnam Co., Ltd.",LinkedIn,Software Engineer,Hồ Chí Minh,"Javascript, Agile, Java, Html, Css"
"Engineer/Senior Engineer, Frontend - Blockchain Applications",Hex Trust,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, React, Html/Css, Html, Css"
Senior AI Engineer,Techvify,LinkedIn,AI Engineer,Đà Nẵng,"Aws, Agile, Sql, Python"
[LTS] PHP – WordPress Developer,LTS Group,LinkedIn,PHP – WordPress Developer,Hà Nội,Php
Fullstack Developer,ORBRO Inc.,TopCV,Fullstack Developer,Hà Nội,"Flutter, Typescript, React, Python"
Trưởng Bộ Phận ERP,Công ty TNHH Phát triển công nghệ điện tử Bình Anh,TopCV,IT Project Manager,Hà Nội,
Kỹ Sư Phát Triển Phần Mềm,CÔNG TY TNHH ESUHAI TECHNOLOGY,TopCV,Software Engineer,Hồ Chí Minh,
RTOS Developer,FPT Software,TopCV,Other IT Role,Hà Nội,"C++, C"
Frontend Developer,Công ty Cổ phần Công nghệ KiotViet,TopCV,Frontend Developer,Hà Nội,"Html, Javascript, Css"
Web Developer,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ QUẢNG CÁO MIC CREATIVE,TopCV,Web Developer,Hà Nội,"Html, Html/Css, Css"
Lập Trình Viên Wordpress,TNHH CÔNG NGHỆ SMO,TopCV,Other IT Role,Nghệ An,"Javascript, React, Php, Html, Css"
IT Manager,Công ty TNHH AEON Fantasy Việt Nam,TopCV,IT Manager,Hồ Chí Minh,"Sql, Javascript, Agile, Python, Java, Php, C#"
ReactJS Technical Leader,Công ty Cổ phần Giải pháp và Dịch vụ Phần mềm Nam Việt,TopCV,Technical Leader,Hà Nội,"Css3, Html5, Typescript, Javascript, Aws, React"
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,TopCV,Backend Developer,Hà Nội,"Golang, Aws"
Kỹ Sư PLC_Không Yêu Cầu Kinh Nghiệm,CÔNG TY CỔ PHẦN TỰ ĐỘNG HOÁ GR,TopCV,Other IT Role,Hà Tĩnh,
Senior Backend Developer,Soctrip,TopCV,Backend Developer,Not Specified,"Docker, Javascript, Python, Sql"
Java Developer,CÔNG TY CỔ PHẦN STRINGEE,TopCV,Backend Developer,Hà Nội,"Java, Docker"
Mobile App,CÔNG TY CỔ PHẦN CHỨNG KHOÁN LPBANK,TopCV,Mobile Developer,Hà Nội,"React, Dart"
Lập Trình Web App,Công Ty Cổ Phần Công Nghệ ECRM,TopCV,Backend Developer,Nghệ An,"Sql, Html, Javascript, React, Python, Html/Css, Java, Php, C#, Css"
Lập Trình Viên .Net,CÔNG TY TNHH TECHNET GLOBAL,TopCV,Backend Developer,Hồ Chí Minh,"Javascript, C#, Sql"
Java Technical Lead,Công ty Cổ phần GEM,TopCV,Tech Lead,Hà Nội,"Sql, Docker, Aws, Java, Agile"
Power Platform Developer,"TECHVIFY SOFTWARE., JSC",TopCV,Power Platform Developer,Hà Nội,"Html, Javascript, Sql, Css"
Kỹ Sư Phát Triển Phần Mềm,CÔNG TY CỔ PHẦN TẬP ĐOÀN NAGAKAWA,TopCV,Software Engineer,Hà Nội,"Java, Sql"
Java Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP BNK,TopCV,Backend Developer,Hà Nội,"Java, Agile, Docker"
Lập Trình Viên Backend,CTCP Truyền thông và Dịch vụ số Kiến Lửa,TopCV,Backend Developer,Hà Nội,".Net, Sql, Node.Js, Python, Java, Php"
Nhân Viên Lập Trình,Công Ty TNHH Giải Pháp Phần Mềm Việt Á,TopCV,Software Engineer,Hồ Chí Minh,"Vb.Net, C#, Sql"
Lập Trình Viên Server. Thu Nhập Upto 40M,CÔNG TY TNHH MARKETING METAS GROUP,TopCV,Backend Developer,Hà Nội,C#
Giáo Viên 3D Unity Game Part Time,CÔNG TY TNHH GIT ACADEMY VIỆT NAM,TopCV,Game Developer,Hà Nội,C#
Fullstack Developer,Công ty Cổ phần Kaopiz Software,TopCV,Fullstack Developer,Hà Nội,"Aws, Java, React, Javascript"
Game Developer,CÔNG TY CỔ PHẦN NEXAR,TopCV,Game Developer,Hà Nội,"C++, C#"
Mobile Developer,Công ty Cổ phần Công nghệ eUp,TopCV,Mobile Developer,Hà Nội,"Swift, Kotlin"
Software Engineer,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,TopCV,Software Engineer,Hồ Chí Minh,"Java, Sql"
Backend Technical Leader,Công ty cổ phần Công nghệ và Dịch vụ XGame,TopCV,Backend Developer,Hà Nội,"Sql, Docker, Node.Js, Aws, Java, Agile"
Vận Hành Máy CNC,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ GOLDEN SEA,TopCV,Not Specified,Hồ Chí Minh,
Frontend Developer,Công Ty Tài Chính TNHH HD SAISON,TopCV,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, Agile"
Android App Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMENO,TopCV,Mobile Developer,Hà Nội,"Java, Sql, Kotlin"
Lập Trình Mobile,CÔNG TY CỔ PHẦN KỸ THUẬT DỊCH VỤ SDIC,TopCV,Mobile Developer,Hà Nội,"Typescript, Objective C, Sql, Javascript, Kotlin, React, Java, Agile, Swift"
Fullstack Developer,Công ty cổ phần đầu tư NBG HIGHTECH,TopCV,Fullstack Developer,Hà Nội,"Typescript, Javascript, Html/Css, Html, Css"
Kỹ Thuật Viên Vận Hành Máy CNC Thu Nhập 8.000.000 - 13.000.000,Công ty Cổ phần Đầu tư Kenli,TopCV,Other IT Role,Hà Nội,
Flutter Developer,Braly JSC,TopCV,Mobile Developer,Hà Nội,"Java, Dart, Swift"
